"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AG1","AJ1","AT1","AT2","AT3","AT4","AT5","ED1","GA1","GA2","GA3","GA4","GD1","GD2","GD3","GF1","GK1","GP1","GQ1","GR1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MW1","MW2","MW3","MW4","OC1","OE1","OE2","OE3","REM","EQD"
"72295023174","1998-01-02T00:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0021,5","07620,5,M,N","012800,5,N,1","+0167,5","+0122,5","10132,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"08,1,+07500,1,99,9",,,,"4,99,5,+07620,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10094,1",,,,,,,,,,,,,"MET025NEW AO2 SLP132 T01670122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T01:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0023,02,008,0071,02,015,0018,02,008","0060,0855,9,2385,9","0060,0101,9,1285,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T01:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","180,5,N,0021,5","07620,5,M,N","016000,5,N,1","+0172,5","+0100,5","10130,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"08,1,+07500,1,99,9",,,,"4,99,5,+07620,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10094,1",,,,,,,,,,,,,"MET025NEW AO2 SLP130 T01720100;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T02:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T02:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","07620,5,M,N","012800,5,N,1","+0161,5","+0122,5","10129,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"07,1,+07500,1,99,9",,,,"3,99,5,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10090,1","8,1,003,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP129 T01610122 58003;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T03:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T03:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0015,5","07620,5,M,N","009600,5,N,1","+0161,5","+0117,5","10132,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+07500,1,99,9",,,,"3,99,5,+07620,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10094,1",,,,,"05,5",,,,,,,,"MET025NEW AO2 SLP132 T01610117;","Q01+999990APOSP N01 00081JPWTH 0"
"72295023174","1998-01-02T04:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T04:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","090,5,N,0036,5","00305,5,M,N","011200,5,N,1","+0150,5","+0133,5","10132,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+00300,1,99,9","07,1,+07500,1,99,9",,,"3,99,5,+00305,5,9","3,99,5,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10094,1",,,,,,,,,,,,,"MET025NEW AO2 SLP132 T01500133;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T05:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T06:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","090,5,N,0031,5","00305,5,M,N","011200,5,N,1","+0150,5","+0128,5","10133,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"07,1,+00300,1,99,9",,,,"3,99,5,+00305,5,9",,,"99,99,9,99,9,99,9,00450,1,99,9,99,9",,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10135,5,10097,1","3,1,005,1,+999,9",,,,,,,,,,,,"MET043NEW AO2 SLP133 T01500128 10178 20144 53005;","Q01+000062SCOTCVQ02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T06:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0015,5","00305,5,M,N","008000,5,N,1","+0144,5","+0128,5","10130,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+00300,1,99,9",,,,"3,99,5,+00305,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10094,1",,,,,"10,1","45,5",,,,,,,"MET025NEW AO2 SLP130 T01440128;","Q01+999990APOSP N01 00070JPWTH 0"
"72295023174","1998-01-02T07:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T07:40:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","100,1,N,0036,1","22000,1,C,N","006437,1,N,1","+0130,1","+0120,1","10124,1",,,,,,,"0,999",,,,,,,,"02,1,+00300,1,99,9",,,,,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,1,10087,1",,,,,"10,1",,,,,,,,"MET008NEW AO2;","Q01+999990APOSP Q02+999990APOSLP"
"72295023174","1998-01-02T07:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","090,5,N,0036,5","22000,5,M,N","006400,5,N,1","+0128,5","+0122,5","10123,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00300,1,99,9",,,,"2,99,5,+00305,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"999,M,+0250,1","999,N,+0111,1",,,,,,,"10125,5,10087,1",,,,,"10,1","45,5",,,,,,,"MET032NEW AO2 SLP123 T01280122 4025001","Q01+999990APOSP N01 00070JPWTH 0"
"72295023174","1998-01-02T07:59:00","O","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,"MW,01,FG  ,5","MW,13,BR  ,1","MW,08,HZ  ,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T08:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T08:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0041,5","22000,5,M,N","006400,5,N,1","+0139,5","+0128,5","10124,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"02,1,+00300,1,99,9",,,,"2,99,5,+00305,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10087,1","5,1,010,1,+999,9",,,,"10,1","45,5",,,,,,,"MET031NEW AO2 SLP124 T01390128 55010;","Q01+999990APOSP N01 00070JPWTH 0"
"72295023174","1998-01-02T09:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0046,5","22000,5,M,N","009600,5,N,1","+0128,5","+0111,5","10126,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00300,1,99,9",,,,"2,99,5,+00305,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10090,1",,,,,"10,1","45,5",,,,,,,"MET025NEW AO2 SLP126 T01280111;","Q01+999990APOSP N01 00070JPWTH 0"
"72295023174","1998-01-02T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T10:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","009600,5,N,1","+0122,5","+0106,5","10130,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00630,1,99,9",,,,"1,99,5,+00640,5,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10094,1",,,,,"10,1","45,5",,,,,,,"MET025NEW AO2 SLP130 T01220106;","Q01+999990APOSP N01 00070JPWTH 0"
"72295023174","1998-01-02T11:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T11:35:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","060,1,N,0021,1","00660,1,C,N","009656,1,N,1","+0130,1","+0110,1","10131,1",,,,,,,"0,999",,,,,,,,"02,1,+00540,1,99,9","07,1,+00660,1,99,9","08,1,+01110,1,99,9",,,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,1,10094,1",,,,,"10,1",,,,,,,,"MET008NEW AO2;","Q01+999990APOSP Q02+999990APOSLP"
"72295023174","1998-01-02T11:56:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","050,1,N,0026,1","00930,1,C,N","009656,1,N,1","+0130,1","+0110,1","10131,1",,,,,,,"0,999",,,,,,,,"02,1,+00600,1,99,9","07,1,+00930,1,99,9","08,1,+01110,1,99,9",,,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,1,10094,1",,,,,"10,1",,,,,,,,"MET008NEW AO2;","Q01+999990APOSP Q02+999990APOSLP"
"72295023174","1998-01-02T12:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","070,5,N,0026,5","00884,5,M,N","009600,5,N,1","+0128,5","+0111,5","10130,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"02,1,+00540,1,99,9","07,1,+00870,1,99,9","08,1,+01110,1,99,9",,"1,99,5,+00549,5,9","3,99,5,+00884,5,9","4,99,5,+01128,5,9","08,99,1,99,9,99,9,00450,1,99,9,99,9",,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10132,5,10093,1","0,1,004,1,+999,9",,,,"10,1","45,5",,,,,,,"MET043NEW AO2 SLP130 T01280111 10150 20122 50004;","N01 00070JPWTH 0"
"72295023174","1998-01-02T12:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","090,5,N,0021,5","01067,5,M,N","009600,5,N,1","+0133,5","+0117,5","10129,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00600,1,99,9","08,1,+01050,1,99,9",,,"2,99,5,+00610,5,9","4,99,5,+01067,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10094,1",,,,,"10,1","45,5",,,,,,,"MET025NEW AO2 SLP129 T01330117;","Q01+999990APOSP N01 00070JPWTH 0"
"72295023174","1998-01-02T13:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T13:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","090,5,N,0026,5","01463,5,M,N","011200,5,N,1","+0128,5","+0111,5","10129,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+01440,1,99,9",,,,"3,99,5,+01463,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10094,1",,,,,,,,,,,,,"MET025NEW AO2 SLP129 T01280111;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T14:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T14:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","070,5,N,0036,5","00975,5,M,N","012800,5,N,1","+0133,5","+0111,5","10132,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"07,1,+00960,1,99,9","07,1,+07500,1,99,9",,,"3,99,5,+00975,5,9","3,99,5,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10094,1","3,1,002,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP132 T01330111 53002;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T15:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T15:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0031,5","07620,5,M,N","011200,5,N,1","+0144,5","+0117,5","10134,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00960,1,99,9","07,1,+07500,1,99,9",,,"2,99,5,+00975,5,9","3,99,5,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10097,1",,,,,,,,,,,,,"MET025NEW AO2 SLP134 T01440117;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T16:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0017,02,008,0000,02,015,0017,02,008","0060,0851,9,1218,9","0060,0121,9,1403,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T16:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","110,5,N,0046,5","07620,5,M,N","012800,5,N,1","+0156,5","+0122,5","10137,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00960,1,99,9","07,1,+07500,1,99,9",,,"2,99,5,+00975,5,9","3,99,5,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10100,1",,,,,,,,,,,,,"MET025NEW AO2 SLP137 T01560122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T17:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0175,02,008,0279,02,015,0103,02,008","0060,0753,9,1315,9","0060,0359,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T18:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","120,5,N,0041,5","07620,5,M,N","016000,5,N,1","+0167,5","+0117,5","10143,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"02,1,+00780,1,99,9","07,1,+07500,1,99,9",,,"2,99,5,+00792,5,9","3,99,5,+07620,5,9",,"99,99,9,99,9,99,9,00800,1,99,9,99,9",,"0060,0318,02,008,0448,02,015,0141,02,008","0060,0669,9,1431,9","0060,0556,9,1415,9",,,,,,,,,"10146,5,10107,1","3,1,013,1,+999,9",,,,,,,,,,,,"MET043NEW AO2 SLP143 T01670117 10167 20128 53013;","Q01+000062SCOTCVQ02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T18:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","120,5,N,0036,5","07620,5,M,N","016000,5,N,1","+0172,5","+0111,5","10140,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00840,1,99,9","07,1,+07500,1,99,9",,,"2,99,5,+00853,5,9","3,99,5,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10104,1",,,,,,,,,,,,,"MET025NEW AO2 SLP140 T01720111;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T19:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0355,02,008,0253,02,015,0230,02,008","0060,0606,9,1568,9","0060,0694,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T19:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0026,5","00914,5,M,N","016000,5,N,1","+0172,5","+0111,5","10135,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+00900,1,99,9","07,1,+07500,1,99,9",,,"3,99,5,+00914,5,9","3,99,5,+07620,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10097,1",,,,,,,,,,,,,"MET025NEW AO2 SLP135 T01720111;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T20:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0343,02,008,0132,02,015,0272,02,008","0060,0573,9,1724,9","0060,0764,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T20:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0062,5","00914,5,M,N","016000,5,N,1","+0172,5","+0117,5","10125,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"07,1,+00900,1,99,9","07,1,+01260,1,99,9",,,"3,99,5,+00914,5,9","3,99,5,+01280,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10087,1","8,1,020,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP125 T01720117 58020;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T21:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0271,02,008,0042,02,015,0248,02,008","0060,0574,9,1888,9","0060,0761,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T21:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0067,5","00823,5,M,N","016000,5,N,1","+0167,5","+0122,5","10121,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00660,1,99,9","07,1,+00810,1,99,9","07,1,+01350,1,99,9",,"2,99,5,+00671,5,9","3,99,5,+00823,5,9","3,99,5,+01372,5,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10084,1",,,,,,,,,,,,,"MET025NEW AO2 SLP121 T01670122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T22:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0361,02,008,0266,02,015,0232,02,008","0060,0610,9,2043,9","0060,0686,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-02T22:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0057,5","01280,5,M,N","016000,5,N,1","+0161,5","+0111,5","10122,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00750,1,99,9","07,1,+01260,1,99,9","07,1,+07500,1,99,9",,"2,99,5,+00762,5,9","3,99,5,+01280,5,9","3,99,5,+07620,5,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10084,1",,,,,,,,,,,,,"MET025NEW AO2 SLP122 T01610111;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-02T23:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0312,02,008,0407,02,015,0155,02,008","0060,0674,9,2179,9","0060,0543,9,1415,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-01-03T00:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","240,5,N,0031,5","06096,5,M,N","016000,5,N,1","+0156,5","+0100,5","10121,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"02,1,+00960,1,99,9","07,1,+06000,1,99,9",,,"2,99,5,+00975,5,9","3,99,5,+06096,5,9",,"99,99,9,99,9,99,9,00800,1,99,9,99,9",,"0060,0193,02,008,0293,02,015,0122,02,008","0060,0759,9,2293,9","0060,0343,9,1415,9",,,,,,,,,"10122,5,10083,1","6,1,003,1,+999,9",,,,,,,,,,,,"MET055NEW AO2 SLP121 CITY MAX 66 T01560100 10183 20156 56003;","Q01+000062SCOTCVQ02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-01-03T00:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0041,5","06096,5,M,N","016000,5,N,1","+0150,5","+0100,5","10125,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00960,1,99,9","02,1,+03300,1,99,9","07,1,+06000,1,99,9",,"1,99,5,+00975,5,9","2,99,5,+03353,5,9","3,99,5,+06096,5,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10087,1",,,,,,,,,,,,,"MET025NEW AO2 SLP125 T01500100;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
